epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1538.19,0.29576,0.21321,0.86264,0.97167,0.96046,0.98023,0.86393,0.49012,0.27271,0.97906,0.00013454,0.00013454,0.00013454
185,1543.11,0.30804,0.22007,0.86812,0.97222,0.95853,0.97946,0.86318,0.49434,0.27427,0.98435,0.000127467,0.000127467,0.000127467
186,1547.94,0.28892,0.21843,0.84964,0.97297,0.95744,0.98042,0.86441,0.49822,0.27404,0.98869,0.000120393,0.000120393,0.000120393
187,1552.83,0.29824,0.21519,0.86207,0.97328,0.96019,0.9826,0.86706,0.49584,0.26853,0.98851,0.00011332,0.00011332,0.00011332
188,1557.81,0.31062,0.22324,0.86599,0.97365,0.96388,0.98277,0.86628,0.49794,0.27288,0.98847,0.000106246,0.000106246,0.000106246
189,1563.33,0.30888,0.21629,0.86377,0.9713,0.96052,0.97973,0.86862,0.49766,0.27354,0.98863,9.91726e-05,9.91726e-05,9.91726e-05
190,1568.26,0.29565,0.21735,0.85357,0.97217,0.96432,0.983,0.86827,0.49817,0.26968,0.99087,9.20991e-05,9.20991e-05,9.20991e-05
191,1588.28,0.28382,0.19504,0.8057,0.97201,0.96338,0.97828,0.86159,0.51117,0.27586,1.00461,8.50255e-05,8.50255e-05,8.50255e-05
192,1592.99,0.27945,0.18997,0.80416,0.96599,0.97129,0.97859,0.86255,0.51226,0.2734,1.00737,7.7952e-05,7.7952e-05,7.7952e-05
193,1597.78,0.27385,0.18529,0.81015,0.97493,0.96328,0.97856,0.861,0.51227,0.27527,1.00846,7.08784e-05,7.08784e-05,7.08784e-05
194,1602.43,0.26449,0.18678,0.81033,0.97471,0.96382,0.97865,0.85939,0.51021,0.27156,1.00845,6.38049e-05,6.38049e-05,6.38049e-05
195,1607.29,0.25787,0.17591,0.79544,0.97221,0.9639,0.97832,0.86151,0.50603,0.26953,1.00473,5.67313e-05,5.67313e-05,5.67313e-05
196,1611.99,0.25951,0.18305,0.80021,0.9724,0.96407,0.97865,0.8602,0.50544,0.26871,1.00542,4.96578e-05,4.96578e-05,4.96578e-05
197,1616.77,0.25162,0.17932,0.80162,0.97201,0.96409,0.97892,0.86444,0.49553,0.26385,0.9964,4.25842e-05,4.25842e-05,4.25842e-05
198,1621.51,0.25012,0.17482,0.79562,0.97662,0.96292,0.97832,0.86396,0.49754,0.26496,0.99815,3.55107e-05,3.55107e-05,3.55107e-05
199,1626.18,0.25365,0.17444,0.80015,0.97641,0.96334,0.97801,0.86359,0.49876,0.26512,0.99782,2.84371e-05,2.84371e-05,2.84371e-05
200,1630.85,0.25124,0.17475,0.79864,0.97639,0.96353,0.97753,0.86396,0.49789,0.2649,0.99598,2.13636e-05,2.13636e-05,2.13636e-05
